2025-07-30 14:22:41.358+07:00 | main | INFO  | Besu | Starting Besu
2025-07-30 14:22:41.828+07:00 | main | INFO  | KeyPairUtil | Attempting to load public key from /home/daffa/Documents/tesis-emisi-karbon/QBFT-Network/Node-2/data/key
2025-07-30 14:22:41.857+07:00 | main | INFO  | KeyPairUtil | Loaded public key 0xf8093fdc9768b797d0e0f3bec9f2605be2a6afb562b5683cceeedb93021fea4d013f8683fb42c0d9a8e273dfddf54448fec432bcbe6bf6383a7a3d94dd5ef13a from /home/daffa/Documents/tesis-emisi-karbon/QBFT-Network/Node-2/data/key
2025-07-30 14:22:41.863+07:00 | main | WARN  | Besu | Privacy is disabled. Cannot use EEA/PRIV API methods when not using Privacy.
2025-07-30 14:22:42.002+07:00 | main | INFO  | ProtocolScheduleBuilder | Protocol schedule created with milestones: [Berlin:0]
2025-07-30 14:22:42.004+07:00 | main | INFO  | DatabaseMetadata | Lookup database metadata file in data directory: /home/daffa/Documents/tesis-emisi-karbon/QBFT-Network/Node-2/data
2025-07-30 14:22:42.031+07:00 | main | INFO  | RocksDBKeyValueStorageFactory | Existing database at /home/daffa/Documents/tesis-emisi-karbon/QBFT-Network/Node-2/data. Metadata versionedStorageFormat=BaseVersionedStorageFormat{format=BONSAI, version=3}. Processing WAL...
2025-07-30 14:22:42.370+07:00 | main | INFO  | FlatDbStrategyProvider | Flat db mode found FULL
2025-07-30 14:22:42.373+07:00 | main | INFO  | FlatDbStrategyProvider | DB mode with code stored using code hash enabled = true
2025-07-30 14:22:42.393+07:00 | main | INFO  | FlatDbStrategyProvider | Flat db mode found FULL
2025-07-30 14:22:42.394+07:00 | main | INFO  | FlatDbStrategyProvider | DB mode with code stored using code hash enabled = true
2025-07-30 14:22:42.476+07:00 | main | INFO  | TransactionPoolFactory | Enabling transaction pool
2025-07-30 14:22:42.489+07:00 | main | INFO  | BesuControllerBuilder | QBFT is configured, creating initial sync for BFT
2025-07-30 14:22:42.490+07:00 | main | INFO  | BFTPivotSelectorFromPeers | Creating pivot block selector for BFT node
2025-07-30 14:22:42.525+07:00 | main | INFO  | RunnerBuilder | Resolved 1 bootnodes.
2025-07-30 14:22:42.534+07:00 | main | INFO  | RunnerBuilder | Detecting NAT service.
2025-07-30 14:22:42.636+07:00 | main | INFO  | Runner | Starting external services ... 
2025-07-30 14:22:42.636+07:00 | main | INFO  | JsonRpcHttpService | Starting JSON-RPC service on 0.0.0.0:8546
2025-07-30 14:22:42.718+07:00 | vert.x-eventloop-thread-1 | INFO  | JsonRpcHttpService | JSON-RPC service started and listening on 0.0.0.0:8546
2025-07-30 14:22:42.722+07:00 | main | INFO  | AutoTransactionLogBloomCachingService | Starting auto transaction log bloom caching service.
2025-07-30 14:22:42.722+07:00 | main | INFO  | LogBloomCacheMetadata | Lookup cache metadata file in data directory: /home/daffa/Documents/tesis-emisi-karbon/QBFT-Network/Node-2/data/caches
2025-07-30 14:22:42.730+07:00 | main | INFO  | Runner | Starting Ethereum main loop ... 
2025-07-30 14:22:42.730+07:00 | main | INFO  | NatService | No NAT environment detected so no service could be started
2025-07-30 14:22:42.730+07:00 | main | INFO  | NetworkRunner | Starting Network.
2025-07-30 14:22:42.737+07:00 | nioEventLoopGroup-2-1 | INFO  | RlpxAgent | P2P RLPx agent started and listening on /[0:0:0:0:0:0:0:0]:30304.
2025-07-30 14:22:42.738+07:00 | main | INFO  | PeerDiscoveryAgent | Starting peer discovery agent on host=0.0.0.0, port=30304. IPv6 available.
2025-07-30 14:22:42.747+07:00 | vert.x-eventloop-thread-1 | INFO  | VertxPeerDiscoveryAgent | Started peer discovery agent successfully, on effective host=0:0:0:0:0:0:0:0 and port=30304
2025-07-30 14:22:42.747+07:00 | vert.x-eventloop-thread-1 | INFO  | PeerDiscoveryAgent | P2P peer discovery agent started and listening on /[0:0:0:0:0:0:0:0]:30304
2025-07-30 14:22:42.771+07:00 | vert.x-eventloop-thread-1 | INFO  | PeerDiscoveryAgent | Writing node record to disk. NodeRecord{seq=2, publicKey=0x02f8093fdc9768b797d0e0f3bec9f2605be2a6afb562b5683cceeedb93021fea4d, udpAddress=Optional[/127.0.0.1:30304], tcpAddress=Optional[/127.0.0.1:30304], udp6Address=Optional.empty, tcp6Address=Optional.empty, asBase64=-Je4QE0-DmmmckL9dqeG-WEWh4c_MwhYNm_8GU79S31GXNWzKxMjzwpb2gOOM8Vd6nYws5h-08Hx7p4JJbI9KRNtYMQCg2V0aMfGhNTMWqSAgmlkgnY0gmlwhH8AAAGJc2VjcDI1NmsxoQL4CT_cl2i3l9Dg877J8mBb4qavtWK1aDzO7tuTAh_qTYN0Y3CCdmCDdWRwgnZg, nodeId=0x72dfa419d59e414b04171d779069f1738e102ba18df5d18ebd1f81bc104db5ea, customFields={tcp=30304, udp=30304, eth=[[0xd4cc5aa4, 0x]], id=V4, ip=0x7f000001, secp256k1=0x02f8093fdc9768b797d0e0f3bec9f2605be2a6afb562b5683cceeedb93021fea4d}}
2025-07-30 14:22:42.786+07:00 | main | INFO  | DefaultP2PNetwork | Enode URL enode://f8093fdc9768b797d0e0f3bec9f2605be2a6afb562b5683cceeedb93021fea4d013f8683fb42c0d9a8e273dfddf54448fec432bcbe6bf6383a7a3d94dd5ef13a@127.0.0.1:30304
2025-07-30 14:22:42.787+07:00 | main | INFO  | DefaultP2PNetwork | Node address 0x9069f1738e102ba18df5d18ebd1f81bc104db5ea
2025-07-30 14:22:42.792+07:00 | main | INFO  | NetworkRunner | Supported capabilities: [eth/66, eth/67, eth/68], [istanbul/100], [snap/1]
2025-07-30 14:22:42.792+07:00 | main | INFO  | DefaultSynchronizer | Starting synchronizer.
2025-07-30 14:22:42.794+07:00 | main | INFO  | TransactionPoolFactory | Enabling transaction handling following initial sync
2025-07-30 14:22:42.794+07:00 | main | INFO  | BftMiningCoordinator | Starting BFT mining coordinator following initial sync
2025-07-30 14:22:43.082+07:00 | main | INFO  | FullSyncDownloader | Starting full sync.
2025-07-30 14:22:43.082+07:00 | main | INFO  | FullSyncTargetManager | Unable to find sync target. Waiting for 5 peers minimum. Currently checking 0 peers for usefulness
2025-07-30 14:22:43.085+07:00 | main | INFO  | Runner | Ethereum main loop is up.
2025-07-30 14:23:13.092+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundTimer | Moved to round 2 which will expire in 40 seconds
2025-07-30 14:23:13.094+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | BFT round summary (quorum = 3)
2025-07-30 14:23:13.094+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x15a9e178eeba0c037c4fddd08426c1a11f6eeab2  Round: 2 
2025-07-30 14:23:13.094+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0xc867439fd9b6267621c456e1c55524797e28af65  Round: 1 
2025-07-30 14:23:13.094+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x9069f1738e102ba18df5d18ebd1f81bc104db5ea  Round: 2 (Local node)
2025-07-30 14:23:13.101+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | BFT round summary (quorum = 3)
2025-07-30 14:23:13.101+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x15a9e178eeba0c037c4fddd08426c1a11f6eeab2  Round: 2 
2025-07-30 14:23:13.101+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0xc867439fd9b6267621c456e1c55524797e28af65  Round: 1 
2025-07-30 14:23:13.103+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x9069f1738e102ba18df5d18ebd1f81bc104db5ea  Round: 2 (Local node)
2025-07-30 14:23:13.103+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0xd2d109dc53df5b976a0f88daf38762476ebe2a80  Round: 1 
2025-07-30 14:23:23.122+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | BFT round summary (quorum = 3)
2025-07-30 14:23:23.124+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x15a9e178eeba0c037c4fddd08426c1a11f6eeab2  Round: 2 
2025-07-30 14:23:23.124+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0xc867439fd9b6267621c456e1c55524797e28af65  Round: 2 
2025-07-30 14:23:23.125+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0x9069f1738e102ba18df5d18ebd1f81bc104db5ea  Round: 2 (Local node)
2025-07-30 14:23:23.126+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | RoundChangeManager | Address: 0xd2d109dc53df5b976a0f88daf38762476ebe2a80  Round: 1 
2025-07-30 14:23:23.221+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftRound | Importing proposed block to chain. round=ConsensusRoundIdentifier{Sequence=2825, Round=2}, hash=0xe8809553aff4affa9d8f9c06cd8c230d4e75ac903e66f273df7a2286b3c1dcd6
2025-07-30 14:23:23.263+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,825 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe8809553aff4affa9d8f9c06cd8c230d4e75ac903e66f273df7a2286b3c1dcd6)
2025-07-30 14:23:28.046+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,826 / 0 tx / 0 pending / 0 (0.0%) gas / (0x740413e7aa2fe2793ca235a6cb4e7a7ea522ac7403c988b0cc27175acdfdf1f8)
2025-07-30 14:23:28.049+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Block 2826 (0x740413e7aa2fe2793ca235a6cb4e7a7ea522ac7403c988b0cc27175acdfdf1f8) is already imported
2025-07-30 14:23:33.035+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,827 / 0 tx / 0 pending / 0 (0.0%) gas / (0x280309ec62090c844a88b6e4ada81f8a9b03157b8233c470eb3469a4d9a264cd)
2025-07-30 14:23:38.045+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,828 / 0 tx / 0 pending / 0 (0.0%) gas / (0xfc9e6dc01c6c3d605783d8cc902550051ee1baeeca19d0da8e491e593cae29b7)
2025-07-30 14:23:43.056+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,829 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd48cf067703a15ec2632f81c5757d007e29dac69983e75e68fc40076db5c7643)
2025-07-30 14:23:48.047+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,830 / 0 tx / 0 pending / 0 (0.0%) gas / (0xc9dd3d1b92e9267e7913751e73546a43d520b0d2ee799e47d5fa0020f07ae69f)
2025-07-30 14:23:53.054+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Imported empty block #2,831 / 0 tx / 0 om / 0 (0.0%) gas / (0xc32992ad364edf240405d4f41bd0a46f93b2fabe7f860ae644b9bb3326b37f45) in 0.000s. Peers: 3
2025-07-30 14:23:53.054+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,831 / 0 tx / 0 pending / 0 (0.0%) gas / (0xc32992ad364edf240405d4f41bd0a46f93b2fabe7f860ae644b9bb3326b37f45)
2025-07-30 14:23:58.034+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Imported empty block #2,832 / 0 tx / 0 om / 0 (0.0%) gas / (0x2c3251b8682804192a6b4b662aeeb18f7b1a8b1eb484cf00edb253f2fa1697df) in 0.000s. Peers: 3
2025-07-30 14:23:58.035+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,832 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2c3251b8682804192a6b4b662aeeb18f7b1a8b1eb484cf00edb253f2fa1697df)
2025-07-30 14:24:03.050+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,833 / 0 tx / 0 pending / 0 (0.0%) gas / (0xdcd05758eff0abd356a9f9119bba99c54c881ded2d0b3aec92dea321805dcfef)
2025-07-30 14:24:08.053+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Block 2834 (0x21c0382ebdf58493a6f3916e0cf1e00f04302764266d9740fb61e59f68a60515) is already imported
2025-07-30 14:24:08.054+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,834 / 0 tx / 0 pending / 0 (0.0%) gas / (0x21c0382ebdf58493a6f3916e0cf1e00f04302764266d9740fb61e59f68a60515)
2025-07-30 14:24:13.026+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,835 / 0 tx / 0 pending / 0 (0.0%) gas / (0xf12de6302e12c5dd34ee024988f9ae5b306ea13924331d8100e489f8b5c4eaa5)
2025-07-30 14:24:18.053+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,836 / 0 tx / 0 pending / 0 (0.0%) gas / (0x083323aa0a19e15507417ae655969c31e7d1cbaefc8315ec6bbfc88687451f20)
2025-07-30 14:24:23.049+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Block 2837 (0x8bf5d9941d0acca05e517ad8f81bc426eff6e1d1f0cf6628d1527cd18c35b214) is already imported
2025-07-30 14:24:23.050+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,837 / 0 tx / 0 pending / 0 (0.0%) gas / (0x8bf5d9941d0acca05e517ad8f81bc426eff6e1d1f0cf6628d1527cd18c35b214)
2025-07-30 14:24:28.048+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,838 / 0 tx / 0 pending / 0 (0.0%) gas / (0x68a19a5f5684f6ee7c32874638671e23868237fb391db253976e03b10ef6460e)
2025-07-30 14:24:33.045+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,839 / 0 tx / 0 pending / 0 (0.0%) gas / (0x0d7155f1ebb313fdc8b72cd5ca5bbb2f8644beb3991f7fe048fcaa21a3010a84)
2025-07-30 14:24:38.038+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,840 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe3d3589de489f0996b6a32ecd918898396f9b360b67e57a042bdc7cc0c4042b7)
2025-07-30 14:24:43.053+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Imported empty block #2,841 / 0 tx / 0 om / 0 (0.0%) gas / (0xee816fab9e3bcaedb16f83b4c8a28df0d844b6fc09a1dc939a3ac67b6c5e1699) in 0.000s. Peers: 3
2025-07-30 14:24:43.054+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,841 / 0 tx / 0 pending / 0 (0.0%) gas / (0xee816fab9e3bcaedb16f83b4c8a28df0d844b6fc09a1dc939a3ac67b6c5e1699)
2025-07-30 14:24:48.041+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,842 / 0 tx / 0 pending / 0 (0.0%) gas / (0x5eed17d4bb80526b16c1190ec3ec85f1dce962a9dcefebf52e43def7374697e5)
2025-07-30 14:24:53.051+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,843 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd90afaa2f8bb3c3cd9b83141b7c6ecbf1f5d7f15e43814cc82e6cd022f696faa)
2025-07-30 14:24:58.034+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,844 / 0 tx / 0 pending / 0 (0.0%) gas / (0x2c00d0da727ddf1913effcb80383c511ac17676194161170e967077b32e3cad5)
2025-07-30 14:25:03.042+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,845 / 0 tx / 0 pending / 0 (0.0%) gas / (0xbe3704d05981f41029968a43cf66a38bd14d24eac0f2340ddd5ff84090413b82)
2025-07-30 14:25:08.018+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,846 / 0 tx / 0 pending / 0 (0.0%) gas / (0xdfa2d532620acfd47c5dea5d0c1d5bbdd533cd1943e868876e7128d5780b54a0)
2025-07-30 14:25:13.019+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,847 / 0 tx / 0 pending / 0 (0.0%) gas / (0x0883fdc46ed6ea2a6c7abbc170b097df1513f897255cc2976bf43d892738afc7)
2025-07-30 14:25:18.029+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Block 2848 (0xa56d56498d5dc0942a94af8f4de0459947c454095529f4eee215f652e7cf679c) is already imported
2025-07-30 14:25:18.029+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,848 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa56d56498d5dc0942a94af8f4de0459947c454095529f4eee215f652e7cf679c)
2025-07-30 14:25:23.041+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,849 / 0 tx / 0 pending / 0 (0.0%) gas / (0xed9892f0090f6843bc641500eda5c2ab2e534c2af0219de6017201473f7d33e9)
2025-07-30 14:25:28.013+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,850 / 0 tx / 0 pending / 0 (0.0%) gas / (0x396c0846e2f277e0a7b1bb6272fb3ca9dcaad402d2a28ec02d15ba5f0b572a59)
2025-07-30 14:25:33.045+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,851 / 0 tx / 0 pending / 0 (0.0%) gas / (0x490436f908045db6e84b9c04c0a564a6f1b753a0b23971742a5f912951be6a25)
2025-07-30 14:25:38.016+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,852 / 0 tx / 0 pending / 0 (0.0%) gas / (0xfef5e5d884f46f886df3ed506f625c948a5483d0f90b2b28ebc015d92da6c00f)
2025-07-30 14:25:43.016+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,853 / 0 tx / 0 pending / 0 (0.0%) gas / (0x490738056b738be051e24f80957fec2efd074799e83b0003e18f56ce1661c331)
2025-07-30 14:25:48.042+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,854 / 0 tx / 0 pending / 0 (0.0%) gas / (0x4d62db386ccd3687c3049be377bd634849f9d2026a43968c70ae6ddcb749be6f)
2025-07-30 14:25:53.041+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,855 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7023e4eccce7ce735e8393e448366f3900d41f3f26c1fda93e133ae211250d64)
2025-07-30 14:25:58.020+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,856 / 0 tx / 0 pending / 0 (0.0%) gas / (0xe9469f9bbd1a3ca5a9107843743e6b06f461b642c08ec62e3eb9657328e6377e)
2025-07-30 14:26:03.038+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,857 / 0 tx / 0 pending / 0 (0.0%) gas / (0x55be649c73dd2d17854bfd434c675ef86f85a0ac4049cfd5cfc5bb5f00a2c36a)
2025-07-30 14:26:08.020+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,858 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa531931ca015ad1742fef4802a3489ef9082e306930433d21786e4c9e4a8b6cb)
2025-07-30 14:26:13.038+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,859 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd7ebad68bd8f0f39649303b8dd2bb9c5fa8827cf9666c418e01c75a6b39168e5)
2025-07-30 14:26:18.019+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,860 / 0 tx / 0 pending / 0 (0.0%) gas / (0x8d8c740ac777afb3f8d6a805392a72f446b4bbcbc47b512bdc1a33f07344c7cf)
2025-07-30 14:26:23.011+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,861 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa9b607b5259346d9b4dbe6ac5b3b4469614542811f3320c84c0548419de92789)
2025-07-30 14:26:28.037+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,862 / 0 tx / 0 pending / 0 (0.0%) gas / (0x421946960cc570ea26f0a307de9046a11ec5af6cdec16fb4e679f3d74c1e4f55)
2025-07-30 14:26:33.012+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,863 / 0 tx / 0 pending / 0 (0.0%) gas / (0x6564caa5726e753cb8d2cb85a894164eb059af1002203aad634ad1bbd4de34fa)
2025-07-30 14:26:38.044+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,864 / 0 tx / 0 pending / 0 (0.0%) gas / (0x668d4ba0f01b016f382f93f8502f66541ddf69456e33621e3eee10ce5672d7ff)
2025-07-30 14:26:43.014+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,865 / 0 tx / 0 pending / 0 (0.0%) gas / (0xd30a4eab2baabe28abc6f238b8f36c48c832837180086ea865c4d16636840dd6)
2025-07-30 14:26:48.015+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,866 / 0 tx / 0 pending / 0 (0.0%) gas / (0x6b599a7dc1a7c382d4fd03d1869b6c992bdddf595d40da8700d829f58bd9eb39)
2025-07-30 14:26:53.037+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,867 / 0 tx / 0 pending / 0 (0.0%) gas / (0x8f0adc0707e24e151d02e741e318c4dc380ec9efe2f9671979f093975fe01bc0)
2025-07-30 14:26:58.019+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,868 / 0 tx / 0 pending / 0 (0.0%) gas / (0x7860fa1150e60a8430372ce4a66e2903104205901a9cd1fd507614d0f02e6236)
2025-07-30 14:27:03.011+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,869 / 0 tx / 0 pending / 0 (0.0%) gas / (0x07df18448dea6589a438401e3a27580a602c503dcf695c07a86313a2d3289b81)
2025-07-30 14:27:08.046+07:00 | EthScheduler-Workers-0 | INFO  | PersistBlockTask | Imported empty block #2,870 / 0 tx / 0 om / 0 (0.0%) gas / (0xfa8794684119e8b892df64fb40f97163520e1f465d60046edc4505a7f4d81dc4) in 0.000s. Peers: 3
2025-07-30 14:27:13.034+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,871 / 0 tx / 0 pending / 0 (0.0%) gas / (0xa2bc149bde7b8a51032f91008069e4a1193e98b784b64d16914d5b74aaf58b33)
2025-07-30 14:27:18.018+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,872 / 0 tx / 0 pending / 0 (0.0%) gas / (0x867b4400a292085b7e9d8963b454cda63be07ffb41a20e1b97d3f14ebdca9b91)
2025-07-30 14:27:23.040+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Imported empty block #2,873 / 0 tx / 0 pending / 0 (0.0%) gas / (0xef13e5de03df55aa49ee01996ad98d00794e0201cd930818ba61867bf02db647)
2025-07-30 14:27:28.036+07:00 | BftProcessorExecutor-QBFT-0 | INFO  | QbftBesuControllerBuilder | Produced empty block #2,874 / 0 tx / 0 pending / 0 (0.0%) gas / (0xec98fd591a623e70755b50fb5d58a0d09474e091ec958152dbec7503028d2a67)
